date,avg_temperature,humidity,avg_wind_speed,rain_or_not,cloud_cover,pressure
2023-01-01,23.745401188473625,46.14090461121622,7.84598137153679,Rain,20.85105143573358,992.9656812738936
2023-01-02,30.0305026265286,59.87658734032909,5.3824572618525375,Rain,93.05952146439162,1037.27302504846
2023-01-03,28.365224050790584,51.46461844227776,13.158008112196624,Rain,11.636639788547608,1034.1933566791809
2023-01-04,27.550929492372678,53.10379941865401,5.886676611339531,Rain,81.74497084911916,968.6101417846278
2023-01-05,23.63930331260196,57.82618588671838,12.248991592073656,Rain,38.06232934765801,1030.264330979571
2023-01-06,24.148135654387232,49.70343481720301,6.587023628553276,Rain,87.79743204450695,995.8186886737892
2023-01-07,23.671006065431467,63.99741828168625,5.654166441373613,Rain,86.80566901074504,998.2968872085356
2023-01-08,32.245440953202355,67.08307276322338,6.940196785044097,Rain,80.59254001176211,963.3479972415944
2023-01-09,30.078516548190088,64.08858061957605,4.520668112462131,Rain,79.00304363070614,958.0601513757124
2023-01-10,31.62063077535592,71.87646992458386,11.214140702643768,Rain,30.46791390980408,1022.7939306973764
2023-01-11,25.205844942958024,58.36584116932052,22.80351325647758,Rain,8.091928305125219,999.64611523553
2023-01-12,35.0,75.55775003921003,3.48319042720226,Rain,40.29801787651615,993.685070261518
2023-01-13,,,,No Rain,,1022.9508228652396
2023-01-14,28.41659501728114,62.48001306517947,5.758368320598171,Rain,69.49510889024617,1026.551289899111
2023-01-15,28.50955573565959,68.8869583847324,8.153292916709828,Rain,34.60997265377856,965.8908167669354
2023-01-16,,,,Rain,,1011.022514947764
2023-01-17,,,,No Rain,,963.5354082277686
2023-01-18,33.01902393089209,68.65142056090373,1.753470610625461,Rain,82.24805636343609,1025.1375086029043
2023-01-19,32.40962013017063,67.79579745884914,14.097481854202126,Rain,13.252467274184845,1015.695515626714
2023-01-20,31.298997081434656,74.63452451463064,9.415620796071268,Rain,86.20144822726226,1045.661462108346
2023-01-21,34.778782985068176,66.00595425574491,5.023584219856292,Rain,92.27571905133944,956.895801635642
2023-01-22,30.305003848404095,70.22923151768383,2.0890810899508088,Rain,48.70619188189359,955.7054721151254
2023-01-23,32.05690106177819,85.12170198857345,11.91037783905444,Rain,60.62529377509775,978.21870746932
2023-01-24,32.99942269790893,84.62373183067223,9.301091338927703,Rain,76.48098009029954,976.1705683735906
2023-01-25,34.071265005121894,77.88963475615607,8.001916379644824,Rain,17.483862726041256,974.6978799072
2023-01-26,35.0,76.64945093239932,13.408388745764364,Rain,50.25660764634424,1040.6254580521036
2023-01-27,31.77821382892165,79.63697253354839,11.82895816836796,No Rain,39.86630277723131,974.9546199849506
2023-01-28,35.0,90.0,2.2751231959912674,Rain,14.63739921622491,977.1949726128632
2023-01-29,35.0,81.86053440490082,4.675831016933223,Rain,36.75344222915314,1025.9398262417965
2023-01-30,30.45079947474571,84.5075769174363,3.727337097216986,Rain,6.817230938549357,994.973984245054
2023-01-31,35.0,78.98771237084225,11.159194388590157,Rain,2.5811906949486985,1027.671055695518
2023-02-01,31.69153658441865,80.26336907822302,0.5029865210366907,Rain,13.516628915482276,956.5366157564386
2023-02-02,30.595734883535528,83.07147034498342,8.548345273069748,No Rain,96.31151115891738,998.7571193673384
2023-02-03,35.0,80.26112435697428,11.43688028611036,Rain,54.952953589501696,953.3613600183282
2023-02-04,35.0,69.85754310957088,13.151484551426242,Rain,96.582216115322,956.2653203455354
2023-02-05,35.0,85.38047859705937,5.131226230738612,Rain,43.2497878330132,1040.643745334441
2023-02-06,32.55670285468524,75.45602709999795,12.318859570080193,Rain,31.18161330852596,963.9245371117596
2023-02-07,30.312525405035856,88.56400100299732,1.6594760543281084,No Rain,50.61418628402441,1003.2420682275216
2023-02-08,35.0,80.84060629310788,12.696784376017773,Rain,43.95116886329101,991.1095602600708
2023-02-09,33.31159017927969,77.08505780384978,1.912329934979736,Rain,10.566468426174392,984.7343326258842
2023-02-10,29.880636386292178,78.17739781405034,5.959309358405509,Rain,64.08263146902063,1039.9833345687273
2023-02-11,33.33847478056695,74.61762759554516,11.959430486693304,Rain,21.60381825095996,952.182339677549
2023-02-12,28.434055154901657,71.83834600098663,2.248761410231607,Rain,61.95879548978296,1016.3789686175588
2023-02-13,35.0,74.35237015013773,3.4387709284896224,Rain,65.02010923981534,1046.339443421355
2023-02-14,,,,Rain,,1006.0168183461842
2023-02-15,33.69629065540529,68.89055469237158,10.800548048191116,Rain,6.134962711066816,1043.6822462033092
2023-02-16,29.80841682448269,66.96273236623436,9.61721449327946,Rain,78.07615860684398,955.2257879286024
2023-02-17,,,,Rain,,991.879331907416
2023-02-18,31.34495531635753,72.39361303800767,8.140866650213942,Rain,5.816379550547579,976.0157790962052
2023-02-19,27.294934905405544,73.60192228776268,3.7769858836042913,Rain,99.48663171697672,1023.082096498073
2023-02-20,34.695846277645586,66.81006955971235,5.185439902558792,Rain,5.778056099636664,1048.1297090497246
2023-02-21,32.291233231006615,66.52628566236503,2.723965752021385,Rain,69.50352288585532,975.6530062444248
2023-02-22,,,,No Rain,,1015.4174601474076
2023-02-23,32.53195299972949,65.13481173612064,8.750876921491807,Rain,23.91801042159256,969.809763275974
2023-02-24,29.069169731860327,62.029194883573794,6.012771251454598,Rain,14.224936868719617,1006.533025457161
2023-02-25,31.806932801256373,54.213931563438194,6.93008705466199,Rain,12.138493942242889,996.3932486688336
2023-02-26,22.964041928696787,47.29899266487387,14.20925009417723,No Rain,30.327514756759555,1047.2005329631538
2023-02-27,,,,Rain,,1010.8527272696466
2023-02-28,21.497557521781918,49.78984025712354,8.793447480251958,No Rain,69.2161341694132,984.950637208682
2023-03-01,23.776662870062083,57.37976527602219,7.58833018326699,Rain,6.229179813006269,961.4095784887934
2023-03-02,23.886772896894826,57.764298879196645,56.63604122331817,Rain,50.94221281497897,965.1246828734936
2023-03-03,22.190130755309525,46.23233193534031,0.2716527573126076,No Rain,99.66968538529768,972.5316929951236
2023-03-04,27.242090458842764,44.824569338113925,13.081858634162272,No Rain,81.39702695060188,975.0966661340298
2023-03-05,22.003188616533585,46.61508132865541,13.981774237254186,No Rain,61.52194382310109,1035.0616057841137
2023-03-06,20.73022818869622,43.82338182083336,8.476997753838134,No Rain,30.62536207866117,1006.1222788282524
2023-03-07,22.83877038055728,46.89009906679479,10.449762358153384,No Rain,62.389583629163845,1002.3390911374366
2023-03-08,18.319072305998155,38.11354970081603,13.837490717659437,No Rain,52.70414639116516,961.4768871869218
2023-03-09,24.4382903120874,43.99467645254599,10.60857951470098,Rain,42.60833838903715,1036.0139693349436
2023-03-10,16.678140006039705,36.60177671837722,2.28808564371392,Rain,13.071037674019948,1022.2814303208484
2023-03-11,25.328964368609704,40.65015856315288,8.644325402502197,Rain,88.66042152404667,956.7668361900002
2023-03-12,22.722447692966576,33.6447976885573,9.100725695742838,No Rain,44.97846488213225,1020.7835097229768
2023-03-13,,,,No Rain,,1004.3538217342646
2023-03-14,15.0,41.92803063042566,11.046663534370843,Rain,36.77593508772896,958.1725345746778
2023-03-15,21.861410374049967,36.44652368123947,14.015505221535223,Rain,41.4129752528927,995.8300641528656
2023-03-16,20.377267374887587,30.0,13.883527693601645,No Rain,82.75378955668742,998.4696287130048
2023-03-17,20.2190038685444,30.0,6.762590571061981,No Rain,73.3614380561402,966.5774540163276
2023-03-18,20.28125521208552,33.73026984457105,1.698570687611329,No Rain,76.93048936413398,1044.5698147000282
2023-03-19,15.0,30.0,14.77261798443502,No Rain,1.1031264428647214,1034.9975371480662
2023-03-20,15.494487341693254,30.0,12.583471296689012,No Rain,41.61539981797616,1016.9022337329108
2023-03-21,15.0,30.0,1.8699402180490023,No Rain,48.13441516353236,996.2295561000608
2023-03-22,19.97078022091155,30.0,13.812628239260585,No Rain,1.9192276823056689,991.1765541584508
2023-03-23,17.3229160263919,30.0,13.048445430931924,Rain,25.98132087450342,1015.0973467150956
2023-03-24,15.0,30.0,7.782570856891081,Rain,76.0289823122135,1004.5431869406906
2023-03-25,15.0,30.84474478791753,8.869131536173938,Rain,13.710970572899903,956.2273105881884
2023-03-26,15.0,30.0,5.985040558051954,Rain,53.531013145259166,1001.2502648770331
2023-03-27,15.0,30.0,0.82142458233047,No Rain,21.52018720172375,1030.640361723284
2023-03-28,17.514585776042587,30.0,5.027958624688514,Rain,1.2120774643893273,995.9239877596958
2023-03-29,16.498691307600755,30.0,12.042801728970172,No Rain,24.12014575995415,955.1956577554269
2023-03-30,18.92690847208053,30.0,0.0694803450690428,No Rain,97.58737549100536,1028.6278199384033
2023-03-31,15.0,30.0,5.002487575367162,Rain,80.15371118829896,970.1363782135976
2023-04-01,15.0,30.0,5.97253040386415,No Rain,95.95766443210334,975.8620834888038
2023-04-02,17.14615252468421,30.0,8.060934044068842,Rain,48.785404392636245,966.4706353432296
2023-04-03,17.66263153248624,30.0,13.797834246191409,Rain,10.973619867750353,983.0215064871496
2023-04-04,15.735888569743585,30.0,5.1951899154894186,Rain,54.79594889736929,1025.6751505688635
2023-04-05,17.928195792207553,30.0,5.204298028443415,Rain,45.43773345599609,1001.9385859503938
2023-04-06,15.278697700753227,30.0,11.062518721646226,No Rain,84.4357082739616,970.4881274150712
2023-04-07,15.716763130868404,30.0,6.783269113347108,No Rain,9.808258078424458,1037.7830078152042
2023-04-08,15.0,30.0,3.369072344099729,No Rain,48.82411370217782,1037.958185495153
2023-04-09,15.0,30.0,6.786592741990401,No Rain,15.004866469398426,1037.0578425046008
2023-04-10,15.0,30.0,2.112855305696998,No Rain,32.467592689006,973.879621138154
2023-04-11,15.0,30.0,2.6458047975933496,Rain,73.73570773877996,995.1239344180988
2023-04-12,17.97739843318356,30.0,7.475516591092196,Rain,47.601812936876655,1048.4989656140874
2023-04-13,15.053389867013792,32.085181298656146,6.2838817425682185,No Rain,37.58882851457693,1027.201247630999
2023-04-14,17.314247297077316,30.53993666361106,13.7226885160215,No Rain,39.44762785700353,952.716742122556
2023-04-15,21.64421648448699,30.169087654680204,5.435908486749497,No Rain,45.94467684059866,956.5204591260492
2023-04-16,15.421854479623274,30.0,8.708825254170652,No Rain,78.50165438370568,996.3931376812332
2023-04-17,17.412523166767716,30.0,9.483964318792957,Rain,89.20846889402344,1040.922020586156
2023-04-18,21.262307474932108,30.0,0.1964168488250045,No Rain,95.53346865039283,1003.8701797952714
2023-04-19,16.41012913199149,30.65043624806996,9.95306058025066,No Rain,78.6903386255295,999.781250803429
2023-04-20,15.323408748137652,35.94921122169337,2.6705395030462715,No Rain,31.540689574801277,960.5473699956632
2023-04-21,17.897514529137684,35.34826332259441,14.416054762041828,No Rain,68.81347060865421,1015.6780104724294
2023-04-22,,,,Rain,,1032.2103160600225
2023-04-23,25.22961009266773,40.16603764636382,6.219361855905356,No Rain,25.46706220460512,988.0420007507562
2023-04-24,24.49752430019116,39.52071440333384,1.280245021179658,No Rain,84.08715794259226,1027.5611850925327
2023-04-25,,,,Rain,,1046.447665390081
2023-04-26,26.12641545085197,44.26656207217402,7.5329251549686385,Rain,90.17619921354236,970.3766459127688
2023-04-27,25.95760386081356,41.60293826742537,8.930775259800656,No Rain,46.14774646247341,1002.332963119474
2023-04-28,20.301355938458045,54.60680108122772,1.006147160826412,No Rain,63.72014768082804,978.7137958084576
2023-04-29,27.88030535222325,52.866203844037386,11.249407055987668,Rain,65.93539222057827,1029.285441903384
2023-04-30,24.870062856727063,57.51036026393075,3.1485838964337862,Rain,89.51177407065364,1007.7593365881156
2023-05-01,28.07440155164061,49.44534032185241,13.470814341610708,No Rain,63.66696821672073,1013.4582417550304
2023-05-02,29.48427256166437,56.45162431969383,3.077094607230108,Rain,61.39335847600618,1029.791415961589
2023-05-03,24.22531938239517,45.87160660266778,2.8603158099549986,Rain,6.665204056068996,989.5970472662456
2023-05-04,22.664863895679076,58.61306600577776,0.5482450177214232,Rain,51.84080219452041,1041.5090068407044
2023-05-05,24.358468533597,55.44873093326223,7.081004176649989,Rain,15.016900081704163,1003.302886724614
2023-05-06,,,,Rain,,965.7954822835349
2023-05-07,31.2703176029744,64.4335118513383,0.9856295914252856,Rain,51.22219208126745,1019.5899118168802
2023-05-08,32.19098532801644,51.70038186137893,11.63291425042516,No Rain,68.02277792083532,1029.3261350438254
2023-05-09,24.1368877360699,52.6385667069529,6.799332521220414,Rain,4.167290060238427,981.6761677067528
2023-05-10,29.647378023171125,65.43209728621291,7.8658540399137,Rain,8.479201604580322,1035.7179256998752
2023-05-11,29.174110031487785,67.85673755163391,6.611441204073422,Rain,71.63233880626822,1040.6143254765766
2023-05-12,27.667468454857577,71.19179015051687,6.01144591312989,Rain,7.208433599867337,977.6904487377808
2023-05-13,27.07650619626156,71.34337265142152,8.394604969623268,Rain,7.12567277652586,1048.3521472715222
2023-05-14,29.669355624534656,76.26290485864327,2.328603688960688,Rain,1.210847523488745,964.071152804876
2023-05-15,35.0,73.57513295757784,2.728921957429067,No Rain,95.65013982994802,970.201566840249
2023-05-16,30.303097132073027,70.55170621588411,12.92678431520276,Rain,73.75083594590069,968.4224839238026
2023-05-17,32.619354472207604,71.92628918536231,14.19173193200449,Rain,35.32514085020642,1039.398971000787
2023-05-18,34.801649203521485,71.90327289877308,5.599639744196294,No Rain,29.65355812876552,1015.4292552324962
2023-05-19,31.726465967542413,75.74789745336433,4.0611700971533065,Rain,34.97032297458495,965.2104283222272
2023-05-20,35.0,69.67338769552944,9.659993148585237,No Rain,77.46535311811819,994.0323418368348
2023-05-21,,,,Rain,,1011.5298025069802
2023-05-22,31.42788820013732,76.29812819149296,0.3807953349051729,No Rain,18.519556786746797,958.3464084989384
2023-05-23,34.107939635349865,78.78453951871506,2.3422889604928554,Rain,17.410933533408436,1038.241636840734
2023-05-24,32.34458736313972,79.40102796976937,10.739583432710964,Rain,9.839564971339732,1030.3603535441534
2023-05-25,32.35897010672621,66.27037248227595,9.88385912865227,No Rain,66.03027197013381,1000.5206773576638
2023-05-26,30.02812773643601,74.47130569534869,0.4064398875522523,Rain,76.43726622217359,1046.7126615259172
2023-05-27,35.0,78.8012847015699,3.3295824289942417,No Rain,26.5046428325004,991.77609792751
2023-05-28,34.903673638239994,79.35322542636575,3.466121948821071,Rain,2.094496103091281,1048.4110319036497
2023-05-29,30.460006466182627,81.13260340604667,10.078391153980926,Rain,8.217166747642734,1016.7919998803628
2023-05-30,32.77275998991185,81.47062749429543,0.2956580663154623,Rain,96.78600348450304,1013.467127325394
2023-05-31,35.0,87.58116661466948,1.5616287297686076,Rain,29.544477747742025,966.5954895295783
2023-06-01,32.38191425421547,81.52117844812696,11.99874128059784,Rain,76.92231478381336,1038.1927758304644
2023-06-02,31.394167674594964,78.27053831996601,2.678169930815004,Rain,62.46635688542638,992.7489687920616
2023-06-03,34.77141100872701,71.63503285516671,9.79119161777812,Rain,38.19396396528959,966.223340578248
2023-06-04,35.0,72.50147744430488,3.572741715700898,No Rain,20.56872621955551,951.260751997576
2023-06-05,32.079810978005696,81.65523383854807,1.4916208913901774,No Rain,12.138641815940645,1005.9755683638384
2023-06-06,35.0,83.83392955940695,3.6475828649918114,Rain,61.50129680388666,1002.7399622122676
2023-06-07,35.0,85.71426777950697,10.834003977834888,Rain,77.4633780637788,1021.9353622369158
